Grid,Name,Sector,Affiliation,Suns,Moons,Population,Climate,Terrain
S-3,Kamar,,,,,,,
S-3,Mircapala,,,,,,,
S-3,Mytus,,,,,,,
S-3,Vinnax,,,,,,,
S-3,Abo Dreth,Corporate Sector,,,,,,
S-3,Atchorb,Corporate Sector,,,,,,
S-3,Bonadan,Corporate Sector,,,,,,
S-3,Brosi,Corporate Sector,,,,,,
S-3,D'ian,Corporate Sector,,,,,,
S-3,Daermor,Corporate Sector,,,,,,
S-3,Deltooine,Corporate Sector,,,,,,
S-3,Fether,Corporate Sector,,,,,,
S-3,Galleefryn,Corporate Sector,,,,,,
S-3,Hiit,Corporate Sector,,,,,,
S-3,Kir,Corporate Sector,,,,,,
S-3,Lythos,Corporate Sector,,,,,,
S-3,Ocsin,Corporate Sector,,,,,,
S-3,R'alla,Corporate Sector,,,,,,
S-3,Rinagom,Corporate Sector,,,,,,
S-3,Thandon Nebula,Corporate Sector,,,,,,
S-3,Tothis,Corporate Sector,,,,,,
S-3,Ulicia,Corporate Sector,,,,,,
S-3,Toria-vic,Nebula,,,,,,
S-4,Joodrudda,,,,,,,Barren
S-4,Kadavo,,Zygerrian Slave Empire Confederacy of Independent Systems,,,,Cold,Volcanic
S-4,Loce,,,,,,,
S-4,Natinati,,,,,less than 1 million,,
S-4,Sarlucif,,,,,,,
S-4,Th'irus,,,,,,,Desert
S-4,Valtha Divide,,,,,,,
S-4,X3-299-11,,,At least 1,,,,Forests Mountains
S-4,Baltimn,Chorlian,,,,,,
S-4,Kip,Chorlian,,,,,,
S-4,Malachor,Chorlian,,,,,,
S-4,Nathema,Chorlian,,,,,,
S-4,Ordo Eris,Chorlian,,,,,,
S-4,Rekkiad,Chorlian,,,,,,
S-4,Sevari,Chorlian,,,,,,
S-4,Sigil,Chorlian,,,,,,
S-4,Sluudren,Chorlian,,,,,,
S-4,Talivar,Chorlian,,,,,,
S-4,Varic,Chorlian,,,,,,
S-4,Vaynai,Chorlian,,,,,,
S-4,Vyndal,Chorlian,,,,,,
S-4,Zygerria,Chorlian,,,,,,
S-4,Drahgor,Colundra,,,,,,
S-4,Ammuud,Corporate Sector,,,,,,
S-4,Ban-Satir,Corporate Sector,,,,,,
S-4,Biewa,Corporate Sector,,,,,,
S-4,Cantonica,Corporate Sector,,,,,,
S-4,Duroon,Corporate Sector,,,,,,
S-4,Erysthes,Corporate Sector,,,,,,
S-4,Ession,Corporate Sector,,,,,,
S-4,Etti,Corporate Sector,,,,,,
S-4,Gaurick,Corporate Sector,,,,,,
S-4,Issagra,Corporate Sector,,,,,,
S-4,Jerrist,Corporate Sector,,,,,,
S-4,Kalla,Corporate Sector,,,,,,
S-4,Maryo,Corporate Sector,,,,,,
S-4,Matra,Corporate Sector,,,,,,
S-4,Media,Corporate Sector,,,,,,
S-4,Orron,Corporate Sector,,,,,,
S-4,Oslumpex,Corporate Sector,,,,,,
S-4,Pondut Station,Corporate Sector,,,,,,
S-4,Rampa,Corporate Sector,,,,,,
S-4,Saclas,Corporate Sector,,,,,,
S-4,Saffalore,Corporate Sector,,,,,,
S-4,Tirsa,Corporate Sector,,,,,,
S-4,Urdur,Corporate Sector,,,,,,
S-4,Vexar,Corporate Sector,,,,,,
S-4,Beta Olikark,Wyl,,,,,,
S-4,Corus,Wyl,,,,,,
S-4,Irudiru,Wyl,,,,,,
S-4,Melm,Wyl,,,,,,
S-4,Xanlanner,Wyl,,,,,,
S-5,Almania Mortex (Almanian),,,,,,,
S-5,Kazarak Sertar (Mahrusha),,,,,,,
S-5,Sembla Sertar (Mahrusha),,,,,,,
S-5,Barton,Colundra,,,,,,
S-5,Dinutu,Colundra,,,,,,
S-5,Kashoon,Colundra,,,,,,
S-5,Kruskan,Colundra,,,,,,
S-5,Muskree,Colundra,,,,,,
S-5,Qotile,Colundra,,,,,,
S-5,Sonn Vilmari,Colundra,,,,,,
S-5,Tooma,Colundra,,,,,,
S-5,Troika,Colundra,,,,,,
S-5,Troiken,Colundra,,,,,,
S-5,Ank Ki'Shor,Indrexu,,,,,,
S-5,Endregaad,Indrexu,,,,,,
S-5,Estaria,Indrexu,,,,,,
S-5,Janodral Mizar,Indrexu,,,,,,
S-5,Kolkur,Indrexu,,,,,,
S-5,Martle Station,Indrexu,,,,,,
S-5,Rhilithan,Indrexu,,,,,,
S-5,Shalyvane,Indrexu,,,,,,
S-5,Choah,Mortex,,,,,,
S-5,Fangol,Mortex,,,,,,
S-5,Lotide,Mortex,,,,,,
S-5,Malkii,Mortex,,,,,,
S-5,Shallow March,Mortex,,,,,,
S-5,Dalos,Nilgaard,,,,,,
S-5,Emmer,Nilgaard,,,,,,
S-5,Galshebbis Prime,Nilgaard,,,,,,
S-5,Karkaris,Nilgaard,,,,,,
S-5,Makem Te,Nilgaard,,,,,,
S-5,Minntaa,Nilgaard,,,,,,
S-5,Nam Priax,Nilgaard,,,,,,
S-5,Ord Bueri,Nilgaard,,,,,,
S-5,Quermia,Nilgaard,,,,,,
S-5,Reaper's World,Nilgaard,,,,,,
S-5,Toola,Nilgaard,,,,,,
S-5,Ord Torrenze,Sertar,,,,,,
S-5,Barundi,Thanium,,,,,,
S-5,Khuteb,Thanium,,,,,,
S-5,Promencius,Thanium,,,,,,
S-5,Vornax,Thanium,,,,,,
S-5,Folende,Tion Hegemony,,,,,,
S-5,Kanaver,Tion Hegemony,,,,,,
S-5,Livien,Tion Hegemony,,,,,,
S-5,Raxus Prime,Tion Hegemony,,,,,,
S-5,Risban,Tion Hegemony,,,,,,
S-6,Tion,Tion Hegemony,,,,,,
S-6,Absanz,Allied Tion,,,,,,
S-6,Amarin,Allied Tion,,,,,,
S-6,Barseg,Allied Tion,,,,,,
S-6,Cadinth,Allied Tion,,,,,,
S-6,Corlax,Allied Tion,,,,,,
S-6,Desargorr,Allied Tion,,,,,,
S-6,Dravione,Allied Tion,,,,,,
S-6,Embaril,Allied Tion,,,,,,
S-6,Gallus,Allied Tion,,,,,,
S-6,Jaminere,Allied Tion,,,,,,
S-6,Jhantoria,Allied Tion,,,,,,
S-6,Lianna,Allied Tion,,,,,,
S-6,Lorrad,Allied Tion,,,,,,
S-6,Primus Cabru,Allied Tion,,,,,,
S-6,Spinax,Allied Tion,,,,,,
S-6,Voss,Allied Tion,,,,,,
S-6,Xifal,Allied Tion,,,,,,
S-6,Kintoni,Ash Worlds,,,,,,
S-6,Chashima,Auril,,,,,,
S-6,Fial,Auril,,,,,,
S-6,Murkhana,Auril,,,,,,
S-6,Weytta,Auril,,,,,,
S-6,Algor,Cronese Mandate,,,,,,
S-6,Arcan,Cronese Mandate,,,,,,
S-6,Argai,Cronese Mandate,,,,,,
S-6,Arramanx,Cronese Mandate,,,,,,
S-6,Barancar,Cronese Mandate,,,,,,
S-6,Chandaar,Cronese Mandate,,,,,,
S-6,Corlass,Cronese Mandate,,,,,,
S-6,Corvus,Cronese Mandate,,,,,,
S-6,Derellium,Cronese Mandate,,,,,,
S-6,Duinarbulon,Cronese Mandate,,,,,,
S-6,Eibon,Cronese Mandate,,,,,,
S-6,Foran Tutha,Cronese Mandate,,,,,,
S-6,Gadon,Cronese Mandate,,,,,,
S-6,Galdria,Cronese Mandate,,,,,,
S-6,Janilis,Cronese Mandate,,,,,,
S-6,Kismaano,Cronese Mandate,,,,,,
S-6,Nuswatta,Cronese Mandate,,,,,,
S-6,Oor,Cronese Mandate,,,,,,
S-6,Panna,Cronese Mandate,,,,,,
S-6,Pasmin,Cronese Mandate,,,,,,
S-6,Soruus,Cronese Mandate,,,,,,
S-6,Five Points,Thanium,,,,,,
S-6,Shaltin,Thanium,,,,,,
S-6,Abraxin,Tion Hegemony,,,,,,
S-6,Argoon,Tion Hegemony,,,,,,
S-6,Clariv,Tion Hegemony,,,,,,
S-6,Crucival,Tion Hegemony,,,,,,
S-6,Desevro,Tion Hegemony,,,,,,
S-6,Eredenn,Tion Hegemony,,,,,,
S-6,Kaon,Tion Hegemony,,,,,,
S-6,Omman,Tion Hegemony,,,,,,
S-6,Rudrig,Tion Hegemony,,,,,,
S-6,Saheelindeel,Tion Hegemony,,,,,,
S-6,Stalimur,Tion Hegemony,,,,,,
S-7,Colunda Prime Phelleem (Colunda),,,,,,,
S-7,Nyasko Phelleem (Colunda),,,,,,,
S-7,Abyss,Ash Worlds,,,,,,
S-7,Altratonne,Ash Worlds,,,,,,
S-7,Distilon,Ash Worlds,,,,,,
S-7,Gligger,Ash Worlds,,,,,,
S-7,Haashimut,Ash Worlds,,,,,,
S-7,Nummunr,Ash Worlds,,,,,,
S-7,Perimako Major,Ash Worlds,,,,,,
S-7,Sakreen,Ash Worlds,,,,,,
S-7,Voxx Cluster,Ash Worlds,,,,,,
S-7,Wyndigal,Ash Worlds,,,,,,
S-7,Xuaquarres,Ash Worlds,,,,,,
S-7,Pzandias,Bryx,,,,,,
S-7,Aldo Spach,Jospro,,,,,,
S-7,Kile,Jospro,,,,,,
S-7,Ord Zat,Jospro,,,,,,
S-7,Parabaw Station,Jospro,,,,,,
S-7,Ramsir,Jospro,,,,,,
S-7,Sy Myrth,Jospro,,,,,,
S-7,Alliga,Phelleem,,,,,,
S-7,Daronak,Phelleem,,,,,,
S-7,Elkkasinn,Phelleem,,,,,,
S-7,Handooine,Phelleem,,,,,,
S-7,Harda,Phelleem,,,,,,
S-7,Hologram Fun World,Phelleem,,,,,,
S-7,Jabiim,Phelleem,,,,,,
S-7,Khoan,Phelleem,,,,,,
S-7,Klonoid,Phelleem,,,,,,
S-7,Kyryll's World,Phelleem,,,,,,
S-7,Maccent,Phelleem,,,,,,
S-7,Naldar,Phelleem,,,,,,
S-7,Naraka,Phelleem,,,,,,
S-7,Nightsend,Phelleem,,,,,,
S-7,Orixon Nebula,Phelleem,,,,,,
S-7,"Sundered Veil, The",Phelleem,,,,,,
S-7,Talvaria,Phelleem,,,,,,
S-7,Tessen,Phelleem,,,,,,
S-7,Thrad,Phelleem,,,,,,
S-7,Thumbsnapper's Bridge,Phelleem,,,,,,
S-7,Trasemene,Phelleem,,,,,,
S-7,Vunakia,Phelleem,,,,,,
S-7,Zabian,Phelleem,,,,,,
S-7,Sulorine,Suolriep,,,,,,
S-7,Keldimar,Tharin,,,,,,
S-7,Nalyd,Tharin,,,,,,
S-7,Oro Sankeria,Tharin,,,,,,
S-7,Taskeed,Tharin,,,,,,
S-8,Arrochar,,Alliance to Restore the Republic Galactic Empire,1,3,,Temperate,Mountains Canyons Mines
S-8,Iotra Suolriep (Iotran Expanse),,,,,,,
S-8,Port Ferrule Suolriep (Iotran Expanse),,,,,,,
S-8,Ques,,,,,,Humid,Forests Glades Swamps
S-8,Reibrin Suolriep (Ansuroer),,,,,,,
S-8,Coyerti,Bortele,,,,,,
S-8,Hypotria,Bortele,,,,,,
S-8,Kalkovak,Bortele,,,,,,
S-8,Resilon,Bortele,,,,,,
S-8,Thession,Bortele,,,,,,
S-8,Alaspin,Suolriep,,,,,,
S-8,Boonta,Suolriep,,,,,,
S-8,Domancion,Suolriep,,,,,,
S-8,Jurzuu,Suolriep,,,,,,
S-8,Kazlin,Suolriep,,,,,,
S-8,Komnor,Suolriep,,,,,,
S-8,Laboi,Suolriep,,,,,,
S-8,Lythia,Suolriep,,,,,,
S-8,Nomaria,Suolriep,,,,,,
S-8,Ord Tellarom,Suolriep,,,,,,
S-8,Saleucami,Suolriep,,,,,,
S-8,Solarine,Suolriep,,,,,,
S-8,Suolriep,Suolriep,,,,,,
S-8,Timja,Suolriep,,,,,,
S-8,Vanzeist,Suolriep,,,,,,
S-8,Vespaara,Suolriep,,,,,,
S-8,Aaron,Tharin,,,,,,
S-8,Annoo,Tharin,,,,,,
S-8,B'nish,Tharin,,,,,,
S-8,Bolad,Tharin,,,,,,
S-8,Carlix's Folly,Tharin,,,,,,
S-8,Cog Hive Seven,Tharin,,,,,,
S-8,Dennogra,Tharin,,,,,,
S-8,Forlonis Minor,Tharin,,,,,,
S-8,Heterkus,Tharin,,,,,,
S-8,Kuthic,Tharin,,,,,,
S-8,Moog Mot,Tharin,,,,,,
S-8,Novor,Tharin,,,,,,
S-8,Oovo,Tharin,,,,,,
S-8,Ord Namurt,Tharin,,,,,,
S-8,Ponton,Tharin,,,,,,
S-8,Raddan,Tharin,,,,,,
S-8,Sargesso,Tharin,,,,,,
S-8,Sunin,Tharin,,,,,,
S-8,Taka Shier,Tharin,,,,,,
S-8,Ulkantha,Tharin,,,,,,
S-8,Vandin,Tharin,,,,,,
S-8,Vartos,Tharin,,,,,,
S-8,Vir Aphshire,Tharin,,,,,,
S-8,Yoribuunt,Tharin,,,,,,
S-8,Pirik,Tharin (Divis Arm),,,,,,
S-8,Sechar,Tharin (Divis Arm),,,,,,
S-8,Somavva,Tharin (Divis Arm),,,,,,
S-8,Ghorn,Tharin (Karstaxon),,,,,,
S-8,Karnst,Tharin (Karstaxon),,,,,,
S-8,Talir,Tharin (Karstaxon),,,,,,
S-8,Corson Prime,Tharin (Periphery),,,,,,
S-8,Dles,Tharin (Periphery),,,,,,
S-8,Egips,Tharin (Periphery),,,,,,
S-8,Genhu,Tharin (Periphery),,,,,,
S-8,Jofoger,Tharin (Periphery),,,,,,
S-8,Ka'Dedus,Tharin (Periphery),,,,,,
S-8,Lant,Tharin (Periphery),,,,,,
S-8,Novolek Beacon,Tharin (Periphery),,,,,,
S-8,Nwarcol,Tharin (Periphery),,,,,,
S-8,Sedri,Tharin (Periphery),,,,,,
S-8,Solacton,Tharin (Periphery),,,,,,
S-8,Sriluur,Tharin (Periphery),,,,,,
S-8,Terman,Tharin (Periphery),,,,,,
S-8,Tragrud,Tharin (Periphery),,,,,,
S-8,Vaathkree,Tharin (Periphery),,,,,,
S-8,Verde,Tharin (Periphery),,,,,,
S-9,Cyborrea,,,,,,,
S-9,Dirha,,Vosadii,,,,,Vongformed (after 25 — 29 ABY )
S-9,Gozgo,,,,,,,
S-9,Kafane,,,,,,,
S-9,Khorya,,,,,,,
S-9,Kintan,,Hutt Clan First Order,,,,,
S-9,Klatooine,,,,,,,Desert
S-9,M'dweshuu Nova,,,,,,,
S-9,Nimia,,Hutts,,,,,Industrial
S-9,Quaggia,,,,,,,
S-9,Shawti,,Hutts Galactic Empire,,,,,
S-9,Tas-La,,,,,,,
S-9,Vodran,,Hutt Clan Galactic Empire,Vodran's sun,1,,Warm,Murky jungles Swamps
S-9,Vontor,,Hutt Empire Xim's empire Galactic Republic Yuuzhan Vong empire Confederation,,3,,,Barren Rocky
S-9,Boz Pity,Halla,,,,,,
S-9,Danuta,Halla,,,,,,
S-9,Omiddelon,Halla,,,,,,
S-9,Vadooria,Halla,,,,,,
S-9,Xoman,Halla,,,,,,
S-9,Gagrew,Station,,,,,,
S-9,Desix,Suolriep,,,,,,
S-9,Nar Kanji,Suolriep,,,,,,
S-9,Neree,Suolriep,,,,,,
S-9,Nerria,Suolriep,,,,,,
S-9,Sorderia,Suolriep,,,,,,
S-9,Tefau,Suolriep,,,,,,
S-9,Zarkis,Suolriep,,,,,,
S-9,Sespe,Tharin (Periphery),,,,,,
S-10,Bootana Shagplan,,,,,,,
S-10,Kor Besadii,,Besadii,,,,,Swamps
S-10,Kor Gorensla,,Gorensla kajidic,,Gemjool Gorensla Hutta Kajilnar Kor Nar Nar Silvso Nar Villoto,,,
S-10,Kor Hestilic,,Hestilic kajidic,,,,,
S-10,Kor Nasirii,,Nasirii kajidic,,,,,
S-10,Kor Nijiladii,,Nijiladii kajidic,,,,,
S-10,Kor Vosadii,,Vosadii kajidic,,,,,
S-10,Langoona,,,,,,,Islands Warm seas
S-10,Mulatan,,Hutt clans,,,,,
S-10,Nar Chunna,,,,,,,
S-10,Nar Kreeta,,Hutt Empire Hutt Cartel Mining Guild Yuuzhan Vong empire Confederation,,,,Arid,Enormous mountains Deep canyons
S-10,Nimban,,,,,,,
S-10,Quesh,,Galactic Republic,1,1,,Tropical (formerly),Swamps (formerly)
S-10,Sionia,,,,,,,
S-10,Sleheyron,,Hutt Clan,,,,,
S-10,Ulmatra,,,,,,,
S-10,Zisia,,,,,,,
S-10,Mantilorr,Suolriep,,,,,,
S-10,Selavia,Suolriep,,,,,,
S-10,Yurb,Suolriep,,,,,,
S-11,Asuin,,Confederacy of Independent Systems,,,,Ice storms,Frost Lava caves Ravines
S-11,Cyax,,,,,,,
S-11,Groth,,Hutt clans,,,,,
S-11,Hosko,,,,,,Verdant,
S-11,Huloon,,,,,,,
S-11,Irith,,,,,,,
S-11,Kor Anjiliac,,Anjiliac,,,,,
S-11,Kor Bareesh,,Bareesh kajidic,,,,Harsh conditions,Massive supervolcano Ash Lava
S-11,Kor Desilijic,,Desilijic,,,,,Lowlands and swamps Rocky mountain ranges
S-11,Kor Gejalli,,Gejalli Anjiliac,,,,,
S-11,Kor Hunamma,,Hunamma kajidic,,,,,
S-11,Kor Jiramma,,Jiramma,,,,,
S-11,Kor Oktanivii,,Oktanivii kajidic,,,,,
S-11,Kor Qunaalac,,Qunaalac kajidic,,,,Wet coasts Dry lands,Hills Numerous dams Artificial lakes Artificial swamps
S-11,Kor Trinivii,,Trinivii kajidic,,,,,
S-11,Kor Usilic,,Usilic kajidic,,,,,
S-11,Kor Utoradii,,Utoradii kajidic,,,,,
S-11,Kor Vanderijar,,Vanderijar kajidic,,,,,
S-11,Orondia,,,,,,,
S-11,Pybus,,,,At least 4 moons,None,,Jungles
S-11,Saki,,Hutt Cartel,,,,,
S-11,Sakidopa,,Sakiyan Collective,,,,,
S-11,Sakiduba,,Sakiyan Collective,,,,,
S-11,Valsedian,,,,,,,
S-11,Varl,,,,3 Black Rock Varl's second moon Varl's third moon,,,
S-11,Du,Hutta,,,,,,
S-11,Gos,Hutta,Hutt kajidics,,,,,
S-12,Affavan,,Shell Hutts,,,,,
S-12,Aylayl,,,,,,,Forests Mountains
S-12,Carnovia,,Vermilic,,,,Humid,
S-12,Circumtore,,,,,,,
S-12,Diyu,,Anjiliac,,,,,
S-12,Dotharian,,,,,,,Rocky
S-12,Hollastin,,,,,,,
S-12,Rorak,,,,,,,
S-12,Sha'rellia,,,,,,,
S-12,Nal,Hutta,Hutt Clan,,Nar Shaddaa,,"Hot , humid",Swamps
S-13,Far Pando,,,,,,,
S-13,Nar Kaaga,,,,,,,
S-13,Ord Ortag,,Galactic Republic,,,,,
S-13,Xolu,,,,,,,
S-13,Deluvia,Klina,,,,,,
S-13,Fokask,Klina,,,,,,
S-13,Gravane,Klina,,,,,,
S-13,Ord Klina,Klina,,,,,,
S-13,Penhalla,Klina,,,,,,
S-13,Ssori,Klina,,,,,,
S-14,Near Pando,,,,,,,
S-14,Argovia,Endocray,,,,,,
S-14,Alvorine,Yminis,,,,,,
S-14,Barnahof,Yminis,,,,,,
S-14,Borga,Yminis,,,,,,
S-14,Croce,Yminis,,,,,,
S-14,Dene Gois Cluster,Yminis,,,,,,
S-14,Derso,Yminis,,,,,,
S-14,Drash-So,Yminis,,,,,,
S-14,Kemix,Yminis,,,,,,
S-14,Kolanda Station,Yminis,,,,,,
S-14,Morgania,Yminis,,,,,,
S-14,Nimgorrhea,Yminis,,,,,,
S-14,Noomis Riga,Yminis,,,,,,
S-14,RTK111,Yminis,,,,,,
S-14,Rocun Cluster,Yminis,,,,,,
S-14,Rotas,Yminis,,,,,,
S-14,Xais,Yminis,,,,,,
S-14,Zznza,Yminis,,,,,,
S-15,Abrion Major,Abrion,,,,,,
S-15,Boothi,Abrion,,,,,,
S-15,Camson,Abrion,,,,,,
S-15,"Cloak of the Sith, The",Abrion,,,,,,
S-15,Galpos,Abrion,,,,,,
S-15,Garban,Abrion,,,,,,
S-15,Gibad,Abrion,,,,,,
S-15,Hefi,Abrion,,,,,,
S-15,Hishyim,Abrion,,,,,,
S-15,Intuci,Abrion,,,,,,
S-15,Molavar,Abrion,,,,,,
S-15,Narkina,Abrion,,,,,,
S-15,Nurasenti,Abrion,,,,,,
S-15,Pastil,Abrion,,,,,,
S-15,Phattro,Abrion,,,,,,
S-15,Rishi,Abrion,,,,,,
S-15,Roon,Abrion,,,,,,
S-15,Scarif,Abrion,,,,,,
S-15,Sheela,Abrion,,,,,,
S-15,Sumarin,Abrion,,,,,,
S-15,Tascollan Nebula,Abrion,,,,,,
S-15,Tieos,Abrion,,,,,,
S-15,Ukio,Abrion,,,,,,
S-15,Varristad,Abrion,,,,,,
O-4,Mis-Tenek,Manda,,,,,,
S-15,Arvina,Quiberon,,,,,,
S-15,Diophos,Quiberon,,,,,,
S-15,Epsom,Quiberon,,,,,,
S-15,Inat Prime,Quiberon,,,,,,
S-15,Lyran,Quiberon,,,,,,
S-15,Xu'hu,Quiberon,,,,,,
S-15,Arvala,Sevetta,,,,,,
S-15,Dozoisia,Sevetta,,,,,,
S-15,Greater Marianas,Sevetta,,,,,,
S-15,Hrill,Yminis,,,,,,
S-15,Threndria,Yminis,,,,,,
S-15,Xilxash,Yminis,,,,,,
S-16,Squan Station (Arboo),,,,,,,
S-16,Bundil,Ferra,,,,,,
S-16,Hypori,Ferra,,,,,,
S-16,Mendavi,Ferra,,,,,,
S-16,Naps Fral Cluster,Ferra,,,,,,
S-16,Xorrn,Ferra,,,,,,
S-16,Porpor,Grohl,,,,,,
S-16,Dagu,Instrop,,,,,,
S-16,Venedlia,Instrop,,,,,,
S-16,Vlemoth Port,Instrop,,,,,,
S-16,Wick,Instrop,,,,,,
S-16,Heva,Sevetta,,,,,,
S-16,Kowak,Sevetta,,,,,,
S-17,Aaloth,Gaulus,,,,,,
S-17,Alarevi,Gaulus,,,,,,
S-17,Gaulus,Gaulus,,,,,,
S-17,Malus,Gaulus,,,,,,
S-17,Tellanroaeg,Gaulus,,,,,,
S-17,Unavartan,Gaulus,,,,,,
S-17,Wrea,Gaulus,,,,,,
S-17,Dothnia,Hunnoverrs,,,,,,
S-17,Zoma,Hunnoverrs,,,,,,
S-18,Derenzil,,,,,,,Swamp
S-18,Freya,,,,,,,
S-18,Gertafuu,,,,,,,
S-18,Indoumodo,,,,,,,Jungles Swamps
S-18,Lamaredd,,,,,,,
S-18,Naos,,,,,,,
S-18,Velabri,,Galactic Empire,,,,,
S-18,Smuggler's Run,Gaulus,,,,,,
T-4,Faarlsun,,,,,,,
T-4,Parthovian,Cluster,,,,,,
T-5,Apiliria,,,,,,,
T-5,Cholganna,,,,,,,Forests Jungles
T-5,Dianth,,,,,,,Rocky
T-5,Drongar,,,,,,,
T-5,Salissia,,,,,,,
T-5,Seidhkona,,,,,,,
T-5,Yaronn,,,,,,,Forest
T-5,Chol,Nebula,,,,,,
T-5,Zandrax,Nilgaard,,,,,,
T-5,Cujicor,Pakuuni,,,,,,
T-5,Daltarra,Pakuuni,,,,,,
T-5,Florn,Pakuuni,,,,,,
T-5,Syruss,Pakuuni,,,,,,
T-5,Ton-Falk,Pakuuni,,,,,,
T-6,Hiorin,Ash Worlds,,,,,,
T-6,New Alderaan,Ash Worlds,,,,,,
T-6,Sran,Ash Worlds,,,,,,
T-6,Teralov,Ash Worlds,,,,,,
T-6,Eridicon,Calamari,,,,,,
T-6,Minntooine,Calamari,,,,,,
T-6,Escarte,Keldrath,,,,,,
T-6,Gbu,Keldrath,,,,,,
T-6,Geillia,Keldrath,,,,,,
T-6,Junobia,Keldrath,,,,,,
T-6,Mullan,Keldrath,,,,,,
T-6,Crseih,Pakuuni,,,,,,
T-6,Killun Station,Pakuuni,,,,,,
T-6,Munto Codru,Pakuuni,,,,,,
T-6,Pakuuni,Pakuuni,,,,,,
T-6,Refnar,Pakuuni,,,,,,
T-6,Reginard,Pakuuni,,,,,,
T-6,Shaylin,Pakuuni,,,,,,
T-6,Telaris,Pakuuni,,,,,,
T-6,Turkana,Pakuuni,,,,,,
T-6,Vaenrood,Pakuuni,,,,,,
T-6,Brigia,Tion Hegemony,,,,,,
T-6,Caluula,Tion Hegemony,,,,,,
T-6,Dellalt,Tion Hegemony,,,,,,
T-6,Golus Pheyar,Tion Hegemony,,,,,,
T-6,Orion,Tion Hegemony,,,,,,
T-7,Ash Moon 1 Jubilar (Kartovian),,,,,,,
T-7,Agon,Ash Worlds,,,,,,
T-7,Chiron,Ash Worlds,,,,,,
T-7,Cophrigin,Ash Worlds,,,,,,
T-7,Criigo,Ash Worlds,,,,,,
T-7,Extrictarium Nebula,Ash Worlds,,,,,,
T-7,Iego,Ash Worlds,,,,,,
T-7,Mykapo,Ash Worlds,,,,,,
T-7,Nyny,Ash Worlds,,,,,,
T-7,OHS1782-03,Ash Worlds,,,,,,
T-7,OHS2132-04,Ash Worlds,,,,,,
T-7,OHS3842-03,Ash Worlds,,,,,,
T-7,OHS4140-02,Ash Worlds,,,,,,
T-7,Sereeda,Ash Worlds,,,,,,
T-7,Uriek,Ash Worlds,,,,,,
T-7,Batonn,Ash Worlds (Batonn),,,,,,
T-7,Denash,Ash Worlds (Batonn),,,,,,
T-7,Sammun,Ash Worlds (Batonn),,,,,,
T-7,Encrust,Jubilar,,,,,,
T-7,Hardex,Jubilar,,,,,,
T-7,Jubilar,Jubilar,,,,,,
T-7,Meor Ain,Jubilar,,,,,,
T-7,Oliu,Jubilar,,,,,,
T-7,"Orgri, The",Jubilar,,,,,,
T-7,Toong'l,Jubilar,,,,,,
T-7,Yaled,Jubilar,,,,,,
T-7,Archeon Nebula,Lothal,,,,,,
T-7,Atollon,Lothal,,,,,,
T-8,Bresallis,Cadma,,,,,,
T-8,Dagelin Minor,Cadma,,,,,,
T-8,Garn,Cadma,,,,,,
T-8,Karnac,Cadma,,,,,,
T-8,Konkiv,Cadma,,,,,,
T-8,Maphus Tria,Cadma,,,,,,
T-8,Orranana,Cadma,,,,,,
T-8,Rullag,Cadma,,,,,,
T-8,Simbarc,Cadma,,,,,,
T-8,Skeressa,Cadma,,,,,,
T-8,Toshara,Cadma,,,,,,
T-8,Arleen,Centrality,,,,,,
T-8,Cadma,Centrality,,,,,,
T-8,Dela,Centrality,,,,,,
Q-14,Erilnar,Centrality,,,,,,
T-8,Lekua,Centrality,,,,,,
T-8,Oseon,Centrality,,,,,,
T-8,Rafa,Centrality,,,,,,
T-8,Ringneldia,Centrality,,,,,,
T-8,Scillal,Centrality,,,,,,
T-8,Zebitrope,Centrality,,,,,,
T-8,Ibaar,Jubilar,,,,,,
T-8,Sufezz,Jubilar,,,,,,
T-8,Gand,Shadola,,,,,,
T-8,Solubria,Shadola,,,,,,
T-8,Jexeria,Tharin,,,,,,
T-8,Junkfort Station,Tharin,,,,,,
T-8,Kara-bin,Tharin,,,,,,
T-8,Marleyvane,Tharin,,,,,,
T-8,Nimat,Tharin,,,,,,
T-8,Qhulosk,Tharin,,,,,,
T-8,Tammar,Tharin,,,,,,
T-8,Yarma,Tharin,,,,,,
T-9,Ac'fren,Calaron,,,,,,
T-9,Akrit'tar,Calaron,,,,,,
T-9,Alamass,Calaron,,,,,,
T-9,Arzid,Calaron,,,,,,
T-9,Baroonda,Calaron,,,,,,
T-9,Black Widow Nebula,Calaron,,,,,,
T-9,Bnach,Calaron,,,,,,
T-9,Darvannis,Calaron,,,,,,
T-9,Delacrix,Calaron,,,,,,
T-9,Delassin,Calaron,,,,,,
T-9,Dweem,Calaron,,,,,,
T-9,F'tral,Calaron,,,,,,
T-9,Geran,Calaron,,,,,,
T-9,Gestrex,Calaron,,,,,,
T-9,Jerijador,Calaron,,,,,,
T-9,Kegan,Calaron,,,,,,
T-9,Koozebane,Calaron,,,,,,
T-9,Kubindi,Calaron,,,,,,
T-9,Morvogodine,Calaron,,,,,,
T-9,Neary,Calaron,,,,,,
T-9,Nepotis,Calaron,,,,,,
T-9,Norval,Calaron,,,,,,
T-9,Rangorah,Calaron,,,,,,
T-9,Stieg,Calaron,,,,,,
T-9,Vatleria,Calaron,,,,,,
T-9,Xendek,Calaron,,,,,,
